"","A1.spat","A2.spat","A3.spat","A4.spat","A5.spat","A6.spat","A7.spat","A8.spat","A9.spat","A10.spat","A11.spat"
"XM_022437531.1",10,34,30,41,45,33,38,74,58,54,37
"XM_022437532.1",0,113,85,41,0,102,50,208,115,117,0
"XM_022437544.1",101,209,262,203,203,231,144,132,226,213,123
"XM_022437547.1",0,0,27,70,101,60,101,147,75,115,60
"XM_022437554.1",0,85,77,68,206,100,0,0,80,157,0
"XM_022437641.1",75,68,128,147,108,139,39,25,82,67,45
"XM_022437659.1",0,15,44,42,64,36,44,136,70,62,54
"XM_022437667.1",0,57,0,0,53,65,0,50,130,72,0
"XM_022437668.1",0,66,57,55,58,65,129,111,0,0,0
"XM_022437713.1",0,44,59,62,83,44,78,143,94,94,100
"XM_022437715.1",0,168,168,136,147,150,141,247,155,194,0
"XM_022437729.1",0,0,33,42,52,20,0,0,39,35,0
"XM_022437744.1",75,81,120,149,103,115,64,51,101,87,83
"XM_022437759.1",299,531,606,638,879,749,1011,1707,591,711,717
"XM_022437764.1",46,55,104,73,82,88,21,0,0,0,0
"XM_022437774.1",0,24,57,54,84,35,62,102,60,68,18
"XM_022437777.1",0,0,0,605,519,0,650,0,553,609,0
"XM_022437806.1",42,0,93,0,40,38,105,106,135,125,42
"XM_022437813.1",45,34,86,77,52,66,0,0,0,0,16
"XM_022437837.1",36,79,72,71,115,82,89,166,114,141,81
"XM_022437841.1",10,25,19,19,51,75,0,0,24,19,11
"XM_022437843.1",54,51,52,46,37,67,11,0,35,35,12
"XM_022437859.1",0,30,66,74,54,89,28,104,75,77,58
"XM_022437866.1",25,0,34,0,11,0,11,0,46,28,13
"XM_022437870.1",51,53,69,79,58,59,33,39,95,82,40
"XM_022437873.1",75,84,186,134,196,159,84,183,89,107,78
"XM_022437907.1",0,0,0,0,19,16,18,42,0,16,0
"XM_022437912.1",108,194,228,229,282,258,273,566,214,239,195
"XM_022437936.1",36,64,58,62,104,79,66,158,93,142,80
"XM_022437938.1",112,227,238,235,448,277,221,564,207,307,161
"XM_022437950.1",164,428,586,475,370,618,171,127,413,346,330
"XM_022437953.1",0,0,16,22,42,0,21,71,20,21,0
"XM_022437954.1",43,98,76,61,67,73,86,107,86,92,79
"XM_022437959.1",0,45,48,49,58,16,58,65,60,75,40
"XM_022437968.1",0,129,133,127,143,103,98,159,142,163,112
"XM_022437994.1",62,292,231,300,421,281,451,740,247,400,236
"XM_022438075.1",8,37,138,149,237,104,76,94,12,72,76
"XM_022438076.1",0,30,9,0,49,22,0,30,0,50,45
"XM_022438095.1",0,33,0,0,33,0,0,110,37,96,37
"XM_022438105.1",107,116,176,232,141,203,140,126,162,141,109
"XM_022438119.1",0,20,25,0,21,0,42,99,21,47,21
"XM_022438133.1",102,86,137,176,155,101,156,276,248,190,206
"XM_022438159.1",17,0,42,20,44,38,58,86,60,49,17
"XM_022438160.1",27,27,78,136,113,84,63,38,51,49,53
"XM_022438161.1",0,23,50,93,89,43,0,0,0,0,0
"XM_022438174.1",207,740,686,689,942,741,418,390,603,617,369
"XM_022438178.1",62,142,130,92,113,106,69,155,126,140,71
"XM_022438189.1",0,0,0,50,74,0,33,0,30,64,50
"XM_022438199.1",84,137,137,163,181,185,31,92,120,183,71
"XM_022438200.1",343,815,743,471,575,735,483,833,526,557,401
"XM_022438219.1",0,60,74,93,150,78,154,309,83,116,78
"XM_022438236.1",0,0,15,0,40,0,0,26,17,14,19
"XM_022438252.1",119,201,263,114,127,127,0,0,0,36,21
"XM_022438266.1",0,34,33,43,46,33,43,76,62,55,38
"XM_022438275.1",0,413,420,413,544,446,482,756,456,518,302
"XM_022438277.1",100,166,203,246,225,167,230,332,253,286,186
"XM_022438304.1",1638,3362,3893,3402,3897,4376,3552,4587,4436,4001,3213
"XM_022438323.1",0,63,54,57,67,59,73,126,69,81,53
"XM_022438331.1",2155,3306,3676,4118,4272,5178,5347,7399,6574,5686,4663
"XM_022438335.1",57,36,90,108,88,97,71,91,151,117,100
"XM_022438365.1",28,90,91,64,80,40,84,193,86,97,67
"XM_022438404.1",0,46,97,0,49,48,49,176,51,102,0
"XM_022438449.1",168,251,333,325,331,478,300,187,322,298,177
"XM_022438453.1",57,100,106,99,87,123,70,38,98,75,50
"XM_022438458.1",41,41,59,65,58,73,0,0,0,0,0
"XM_022438500.1",13,0,28,0,0,0,0,0,32,14,10
"XM_022438501.1",39,41,56,65,55,73,0,0,13,13,0
"XM_022438509.1",0,32,0,0,54,43,0,38,18,18,16
"XM_022438523.1",622,729,941,579,551,506,232,395,546,468,280
"XM_022438525.1",0,183,11,24,0,95,0,103,53,282,0
"XM_022438557.1",0,31,23,0,80,65,41,96,0,75,27
"XM_022438566.1",12,13,36,10,9,17,0,0,0,0,0
"XM_022438591.1",0,27,20,91,29,45,0,0,0,0,10
"XM_022438596.1",0,50,0,0,25,20,45,53,59,59,32
"XM_022438604.1",0,26,20,10,12,24,29,98,29,34,26
"XM_022438607.1",38,92,116,126,166,97,129,234,143,128,113
"XM_022438613.1",81,191,188,119,156,213,139,259,151,165,115
"XM_022438614.1",46,88,171,80,113,123,64,110,73,95,67
"XM_022438615.1",192,235,295,234,114,128,43,29,74,41,62
"XM_022438707.1",0,0,14,25,23,0,14,0,12,12,14
"XM_022438719.1",0,135,167,115,227,154,66,259,161,183,0
"XM_022438720.1",0,66,68,101,120,63,0,76,79,96,36
"XM_022438721.1",116,148,249,265,193,321,36,91,112,77,68
"XM_022438724.1",0,25,32,16,17,23,0,14,14,29,0
"XM_022438739.1",35,206,157,128,197,113,213,595,219,266,171
"XM_022438767.1",0,86,144,150,153,154,71,123,75,81,0
"XM_022438777.1",10,52,51,18,27,44,0,13,37,29,33
"XM_022438778.1",0,55,30,26,12,43,0,0,37,17,0
"XM_022438784.1",0,36,13,17,11,14,260,264,361,395,255
"XM_022438849.1",73,86,120,77,83,118,30,47,90,56,28
"XM_022438855.1",13,22,45,35,30,36,86,30,114,109,50
"XM_022438878.1",28,81,88,94,134,80,101,202,132,167,101
"XM_022438882.1",37,102,88,90,92,85,88,111,157,143,96
"XM_022438883.1",26,19,45,26,37,25,35,32,12,11,16
"XM_022438901.1",0,37,63,79,75,49,90,92,89,112,108
"XM_022438917.1",68,40,74,102,132,73,121,116,142,134,109
"XM_022438935.1",883,2852,2922,32,0,46,52,118,92,89,120
"XM_022438937.1",19,56,36,59,43,63,0,0,36,53,45
"XM_022438945.1",212,326,401,266,363,348,422,617,420,475,409
"XM_022438980.1",52,51,70,79,60,55,38,66,56,30,43
"XM_022438990.1",0,19,33,21,23,18,21,12,20,17,0
"XM_022439007.1",70,72,202,101,154,79,87,289,40,74,55
"XM_022439010.1",19,110,72,41,46,92,12,49,58,40,38
"XM_022439013.1",0,167,172,154,193,182,82,229,177,222,0
"XM_022439014.1",0,0,0,0,0,0,26,29,76,59,27
"XM_022439018.1",0,0,96,15,28,11,0,0,26,10,0
"XM_022439024.1",179,158,326,318,241,368,152,176,208,169,125
"XM_022439032.1",65,40,65,50,71,52,23,39,40,41,27
"XM_022439120.1",88,126,147,176,253,140,202,320,125,205,170
"XM_022439171.1",58,155,87,89,146,83,147,210,72,98,91
"XM_022439180.1",0,0,19,43,28,0,32,31,51,59,11
"XM_022439204.1",0,27,73,28,68,89,0,0,0,0,0
"XM_022439250.1",50,239,112,322,294,286,203,191,358,435,474
"XM_022439309.1",160,304,345,294,288,285,336,478,369,441,265
"XM_022439313.1",89,76,150,112,96,189,67,78,118,52,52
"XM_022439320.1",12,33,52,35,54,65,19,37,30,12,29
"XM_022439325.1",0,17,19,42,42,53,17,19,21,45,0
"XM_022439338.1",0,69,73,121,139,96,87,130,115,98,62
"XM_022439365.1",21,26,18,0,24,11,0,0,0,0,0
"XM_022439373.1",13,43,16,24,23,14,38,22,66,34,59
"XM_022439392.1",417,816,1137,809,830,1370,731,1008,1005,1056,798
"XM_022439422.1",137,226,254,266,347,261,255,214,236,305,192
"XM_022439424.1",17,42,78,57,0,0,21,46,63,53,38
"XM_022439440.1",34,19,52,0,17,0,0,18,28,55,17
"XM_022439490.1",41,84,102,105,193,107,179,275,116,156,128
"XM_022439534.1",0,21,29,33,9,9,0,0,9,0,0
"XM_022439538.1",0,0,0,0,0,0,66,109,11,34,10
"XM_022439543.1",38,56,55,67,87,64,63,137,102,94,64
"XM_022439587.1",68,67,122,179,162,124,82,63,232,154,155
"XM_022439588.1",52,78,112,103,85,92,20,32,53,51,39
"XM_022439594.1",72,71,122,88,80,108,0,0,51,33,30
"XM_022439601.1",89,107,133,112,144,208,29,21,54,30,15
"XM_022439719.1",165,336,223,264,345,228,292,284,311,433,256
"XM_022439790.1",40,61,44,43,68,43,28,25,51,76,50
"XM_022439825.1",0,23,33,60,87,37,96,135,97,117,80
"XM_022439833.1",0,481,0,44,36,263,0,106,25,231,0
"XM_022439855.1",21,32,68,88,98,48,20,24,117,77,49
"XM_022439873.1",863,1651,1486,1240,1372,1393,1157,2028,1501,1760,1077
"XM_022439876.1",0,84,94,93,106,70,115,142,225,232,146
"XM_022439924.1",60,137,133,110,93,98,95,287,192,137,127
"XM_022439925.1",0,40,18,46,0,25,66,0,0,60,0
"XM_022439929.1",0,63,67,73,122,54,108,308,74,119,71
"XM_022439939.1",288,428,487,644,486,740,460,501,442,374,266
"XM_022439940.1",0,26,20,18,25,22,21,29,27,47,0
"XM_022439960.1",0,45,0,24,37,43,0,45,46,56,0
"XM_022439982.1",973,2055,2975,2199,2404,2526,1012,1159,3603,1876,1511
"XM_022439998.1",13,0,37,22,23,35,0,11,10,24,10
"XM_022440006.1",9,13,23,9,19,15,0,23,0,10,0
"XM_022440019.1",57,47,168,147,104,155,25,37,62,43,35
"XM_022440030.1",0,31,51,13,16,44,0,35,21,0,0
"XM_022440047.1",205,479,392,366,444,496,229,688,345,429,346
"XM_022440051.1",0,82,69,101,123,112,168,346,90,147,135
"XM_022440099.1",0,129,49,38,44,24,55,101,125,132,47
"XM_022440131.1",0,60,26,26,0,28,72,147,56,51,31
"XM_022440140.1",0,25,28,24,0,44,66,81,61,71,26
"XM_022440143.1",0,0,0,0,66,32,0,0,32,36,46
"XM_022440149.1",12,11,29,10,0,10,0,17,0,0,0
"XM_022440178.1",0,32,62,28,0,64,77,76,69,91,0
"XM_022440212.1",0,69,268,205,190,219,0,0,73,0,0
"XM_022440260.1",0,55,27,71,91,62,85,174,62,87,75
"XM_022440267.1",58,130,92,121,172,112,108,273,140,197,109
"XM_022440299.1",41,93,113,71,86,77,64,111,104,107,81
"XM_022440316.1",63,134,110,136,134,117,166,274,128,185,105
"XM_022440320.1",0,29,38,46,74,49,34,91,33,39,29
"XM_022440334.1",25,48,86,75,88,65,97,97,57,82,51
"XM_022440335.1",32,37,80,52,80,63,65,120,59,60,54
"XM_022440339.1",23,50,26,87,90,55,82,121,115,103,100
"XM_022440439.1",0,21,25,59,47,45,0,0,0,0,0
"XM_022440447.1",0,128,72,65,82,69,78,99,63,95,74
"XM_022440474.1",0,116,96,53,114,133,102,159,150,129,49
"XM_022440487.1",0,47,83,60,70,50,19,97,62,66,0
"XM_022440503.1",35,26,42,29,43,60,46,72,36,43,43
"XM_022440520.1",0,0,116,93,53,117,111,264,0,112,0
"XM_022440527.1",0,0,29,30,43,81,0,0,80,59,0
"XM_022440528.1",0,193,180,175,189,185,189,312,191,230,78
"XM_022440529.1",105,0,60,57,110,164,325,160,0,206,170
"XM_022440546.1",55,65,94,82,45,60,110,157,240,195,180
"XM_022440551.1",0,112,89,33,34,63,41,82,102,59,39
"XM_022440567.1",27,64,63,54,118,65,39,59,44,71,47
"XM_022440571.1",84,213,198,183,244,188,160,314,154,208,153
"XM_022440577.1",0,31,47,49,58,34,47,155,47,68,37
"XM_022440589.1",33,17,45,47,42,48,29,0,43,64,57
"XM_022440621.1",61,54,112,125,105,100,126,310,114,98,81
"XM_022440672.1",272,445,519,593,777,565,634,991,618,673,566
"XM_022440677.1",76,245,275,200,269,251,171,210,108,193,111
"XM_022440702.1",27,180,72,68,103,95,111,244,58,67,59
"XM_022440707.1",0,0,40,25,53,43,72,28,19,69,0
"XM_022440718.1",0,24,32,26,0,46,17,44,23,39,0
"XM_022440733.1",0,123,151,114,224,124,211,374,122,174,144
"XM_022440769.1",0,37,21,54,62,32,41,96,47,63,53
"XM_022440807.1",89,134,191,217,237,139,182,168,257,261,159
"XM_022440808.1",0,0,10,24,14,9,0,19,21,0,10
"XM_022440819.1",277,335,464,601,739,945,691,708,276,500,330
"XM_022440844.1",53,90,91,129,141,93,94,79,170,154,124
"XM_022440862.1",90,126,227,469,297,182,541,552,954,886,717
"XM_022440898.1",0,62,37,0,0,29,0,153,0,35,0
"XM_022440906.1",116,372,384,198,249,278,247,608,210,257,139
"XM_022440948.1",41,24,97,37,86,47,36,138,100,109,38
"XM_022440951.1",1512,2654,3044,2795,3099,3011,2078,2715,3232,3161,2428
"XM_022441013.1",95,176,210,242,247,169,131,132,240,286,180
"XM_022441020.1",0,0,46,49,76,44,82,199,34,59,61
"XM_022441030.1",327,694,683,629,847,762,594,784,720,831,398
"XM_022441035.1",455,1107,960,851,993,970,849,859,1209,992,697
"XM_022441055.1",154,208,231,318,376,323,211,266,184,232,131
"XM_022441104.1",675,1363,1250,886,1460,929,1024,1375,1157,1240,1074
"XM_022441106.1",0,24,32,0,22,27,21,26,27,29,23
"XM_022441139.1",0,20,0,20,22,0,46,0,0,0,34
"XM_022441163.1",2924,4272,4859,3889,4325,5176,2899,5093,5536,4044,3169
"XM_022441173.1",0,24,35,0,15,0,35,57,40,40,14
"XM_022441197.1",0,45,0,0,40,74,90,187,0,74,0
"XM_022441204.1",30,35,59,31,0,21,0,0,38,0,0
"XM_022441212.1",0,342,294,256,286,345,251,345,302,362,247
"XM_022441303.1",131,213,255,298,327,201,227,296,368,371,219
"XM_022441337.1",0,185,80,90,84,117,204,450,80,196,152
"XM_022441401.1",274,1021,717,476,611,764,646,761,1098,1070,603
"XM_022441530.1",418,631,898,749,566,1107,401,402,1466,1005,739
"XM_022441566.1",0,53,56,54,60,55,0,122,58,117,0
"XM_022441654.1",43,85,88,88,147,95,111,164,99,133,80
"XM_022441657.1",0,100,76,150,195,188,168,222,163,159,0
"XM_022441694.1",9,0,27,0,29,12,16,24,34,32,30
"XM_022441695.1",9,21,9,39,35,31,18,28,56,52,28
"XM_022441754.1",0,21,41,17,60,56,52,100,0,19,0
"XM_022441756.1",0,0,22,23,0,0,21,51,55,55,0
"XM_022441830.1",0,58,68,57,88,63,139,264,67,96,62
"XM_022441839.1",0,73,61,117,132,136,0,145,134,136,0
"XM_022441849.1",0,13,0,16,0,12,28,59,29,13,28
"XM_022441905.1",0,76,28,15,66,13,92,136,38,55,32
"XM_022441907.1",14,60,39,14,46,37,62,91,46,79,38
"XM_022441915.1",0,199,196,176,161,214,70,214,78,175,0
"XM_022441934.1",0,0,208,111,201,110,0,124,0,204,0
"XM_022441956.1",26,45,72,73,79,67,77,115,98,96,68
"XM_022442007.1",0,188,0,224,290,86,415,608,255,431,226
"XM_022442009.1",633,1288,1255,1082,1326,1743,712,1300,899,1049,471
"XM_022442057.1",0,207,0,0,106,0,221,537,0,224,0
"XM_022442111.1",162,135,295,239,267,281,176,180,347,364,230
"XM_022442112.1",49,70,94,87,126,74,87,193,88,100,68
"XM_022442126.1",0,121,117,119,120,123,131,224,132,144,104
"XM_022442133.1",0,0,0,0,101,0,255,361,192,264,0
"XM_022442153.1",37,0,100,40,110,91,0,0,36,0,0
"XM_022442202.1",0,86,100,105,146,43,161,245,107,154,99
"XM_022442213.1",485,293,650,719,604,371,558,551,754,661,439
"XM_022442223.1",189,252,300,204,96,249,0,0,130,36,36
"XM_022442224.1",184,251,308,163,107,254,0,0,177,77,32
"XM_022442233.1",22,35,58,60,69,59,40,33,68,46,37
"XM_022442244.1",0,133,97,93,112,43,42,130,113,133,106
"XM_022442259.1",0,18,0,0,8,9,9,48,8,35,19
"XM_022442290.1",268,490,535,553,751,683,404,620,440,592,300
"XM_022442323.1",17,19,66,83,76,68,109,66,210,137,103
"XM_022442325.1",0,0,15,32,0,15,0,0,27,20,17
"XM_022442332.1",200,197,277,166,212,195,125,86,241,220,113
"XM_022442389.1",0,63,75,91,132,100,100,252,82,100,116
"XM_022442390.1",566,1058,1083,1022,1419,1203,1172,1914,1037,1332,963
"XM_022442428.1",32,68,46,63,141,32,147,340,60,83,72
"XM_022442443.1",173,406,404,362,501,410,352,776,359,466,275
"XM_022442456.1",1308,1791,1932,2098,1910,2148,1357,2142,1787,2026,1410
"XM_022442462.1",320,647,656,590,720,668,717,974,528,863,382
"XM_022442475.1",0,129,120,0,225,121,0,317,0,266,0
"XM_022442484.1",0,298,276,205,332,362,203,344,257,285,0
"XM_022442497.1",24,42,48,65,235,136,43,107,48,52,25
"XM_022442530.1",0,85,105,138,124,81,96,178,133,134,87
"XM_022442531.1",193,432,548,640,1189,621,474,734,764,944,441
"XM_022442533.1",66,114,128,137,161,112,108,205,163,173,110
"XM_022442540.1",0,0,0,17,29,31,37,66,29,19,15
"XM_022442550.1",1254,2464,3373,2821,3099,3271,1559,1969,3235,2821,1977
"XM_022442574.1",0,0,0,0,217,0,230,384,180,300,137
"XM_022442611.1",259,171,295,212,304,440,212,294,200,209,112
"XM_022442626.1",0,0,34,18,30,19,40,63,0,17,16
"XM_022442631.1",35,110,107,144,220,104,145,279,127,193,109
"XM_022442635.1",110,241,230,44,41,17,47,62,33,72,41
"XM_022442644.1",0,222,250,180,244,235,245,246,220,247,0
"XM_022442655.1",0,13,0,0,11,12,31,51,13,11,0
"XM_022442686.1",491,851,806,793,1061,794,896,1793,967,1053,804
"XM_022442698.1",564,941,818,851,1159,862,1057,2068,1047,1169,888
"XM_022442711.1",6,10,12,12,7,0,0,0,15,6,7
"XM_022442719.1",48,69,65,76,76,62,24,13,0,0,13
"XM_022442725.1",103,643,520,467,612,508,133,26,178,439,269
"XM_022442745.1",100,233,213,115,221,254,290,569,254,257,114
"XM_022442765.1",26,80,94,101,181,96,130,287,114,125,108
"XM_022442789.1",73,161,175,165,231,181,241,425,144,185,131
"XM_022442803.1",104,139,174,161,180,185,112,219,158,189,121
"XM_022442828.1",0,14,32,48,38,96,14,0,0,28,0
"XM_022442830.1",850,1376,1851,1326,1382,1427,369,238,1729,1706,796
"XM_022442837.1",0,129,70,58,171,143,61,183,140,161,121
"XM_022442845.1",95,340,348,183,270,264,223,606,267,306,161
"XM_022442855.1",0,0,0,0,45,0,106,153,106,111,0
"XM_022442882.1",41,0,50,48,59,32,0,29,0,48,21
"XM_022442884.1",15,14,35,14,18,14,17,66,35,13,0
"XM_022442885.1",19,55,64,51,87,42,24,132,61,88,24
"XM_022443026.1",0,25,0,0,53,0,55,55,0,48,0
"XM_022443091.1",43,21,44,56,44,89,18,50,51,50,42
"XM_022443092.1",0,56,55,0,58,86,15,47,52,20,17
"XM_022443140.1",0,0,40,35,41,73,0,80,36,39,0
"XM_022443180.1",0,86,37,39,0,0,0,0,90,42,0
"XM_022443322.1",0,562,152,314,437,146,555,928,313,537,148
"XM_022443353.1",153,227,215,279,332,262,308,741,297,401,302
"XM_022443454.1",14,40,57,47,67,69,59,109,36,42,35
"XM_022443456.1",0,0,45,23,0,0,21,51,60,55,0
"XM_022443470.1",35,197,115,141,126,87,76,80,153,170,107
"XM_022443474.1",0,88,77,78,161,184,73,221,86,164,0
"XM_022443478.1",17,35,39,61,71,30,46,64,52,58,48
"XM_022443561.1",72,160,172,156,218,179,241,404,136,177,125
"XM_022443606.1",0,30,0,0,0,24,0,56,49,68,23
"XM_022443629.1",0,291,263,302,364,272,373,718,262,337,212
"XM_022443630.1",48,92,101,123,187,99,144,188,127,137,141
"XM_022443681.1",0,44,58,54,24,58,0,25,61,57,22
"XM_022443693.1",0,35,0,31,32,0,0,84,102,85,35
"XM_022443709.1",0,10,11,20,0,0,28,48,9,20,9
"XM_022443728.1",0,541,537,443,582,483,418,767,430,676,304
"XM_022443730.1",104,188,177,152,219,156,175,289,171,253,121
"XM_022443743.1",46,124,128,139,180,96,73,139,103,167,116
"XM_022443759.1",0,90,0,36,36,35,0,0,105,106,0
"XM_022443808.1",0,193,208,174,179,203,171,333,195,239,0
"XM_022443811.1",0,136,51,0,0,114,0,52,161,135,0
"XM_022443826.1",0,0,0,0,30,53,53,75,0,30,0
"XM_022443829.1",18,96,104,132,221,108,194,231,207,195,148
"XM_022443835.1",0,59,61,77,97,66,100,137,64,70,26
"XM_022443850.1",207,449,396,486,710,414,708,1267,471,630,487
"XM_022443860.1",243,412,529,531,665,545,614,945,519,617,476
"XM_022443863.1",416,857,835,768,980,870,798,1285,1072,1264,709
"XM_022443873.1",0,198,0,0,524,0,214,672,390,572,190
"XM_022443918.1",43,97,122,96,149,104,101,147,147,158,102
"XM_022443956.1",0,0,50,90,93,63,116,188,91,111,75
"XM_022444018.1",20,66,66,92,77,69,59,98,128,100,74
"XM_022444082.1",0,0,41,44,24,34,0,13,29,12,12
"XM_022444083.1",11,0,32,14,27,13,0,40,34,37,24
"XM_022444089.1",207,306,318,398,485,384,644,1154,524,641,468
"XM_022444141.1",0,79,36,34,95,34,127,279,75,112,33
"XM_022444149.1",0,0,73,0,0,0,152,386,78,179,0
"XM_022444154.1",295,541,630,479,309,762,203,214,423,356,322
"XM_022444155.1",53,34,0,0,0,171,61,401,171,67,80
"XM_022444169.1",0,71,79,44,80,71,0,137,106,117,0
"XM_022444173.1",0,68,171,142,188,157,67,223,173,195,0
"XM_022444177.1",0,101,86,136,173,104,152,290,120,147,92
"XM_022444196.1",102,149,140,107,156,114,202,516,182,204,121
"XM_022444218.1",132,158,255,181,174,261,88,93,130,107,66
"XM_022444247.1",0,140,138,137,164,120,56,246,122,188,0
"XM_022444254.1",0,61,29,25,39,58,53,104,33,69,0
"XM_022444256.1",120,358,300,407,477,343,198,385,298,443,278
"XM_022444270.1",244,469,460,441,567,379,435,599,488,473,350
"XM_022444277.1",0,0,29,21,61,24,83,245,61,69,47
"XM_022444294.1",86,133,179,253,382,258,365,703,302,340,289
"XM_022444311.1",86,150,231,192,265,223,230,72,355,328,200
"XM_022444338.1",216,499,529,533,588,492,405,812,736,786,501
"XM_022444348.1",9,47,58,67,95,64,131,288,79,89,90
"XM_022444355.1",241,145,361,394,343,287,42,45,168,108,116
"XM_022444379.1",0,97,104,0,112,44,77,115,85,105,79
"XM_022444411.1",0,22,44,40,19,39,0,67,41,22,19
"XM_022444419.1",17,40,62,70,90,65,67,105,45,54,40
"XM_022444432.1",36,72,54,46,50,72,62,52,38,69,52
"XM_022444447.1",0,37,38,74,109,87,141,270,113,112,75
"XM_022444462.1",0,186,168,164,163,161,50,118,184,181,0
"XM_022444503.1",0,0,227,142,267,291,215,254,0,0,0
"XM_022444524.1",0,50,83,92,93,0,124,190,107,95,91
"XM_022444556.1",30,35,42,21,58,34,70,70,83,110,61
"XM_022444557.1",67,87,86,61,65,59,72,81,88,88,71
"XM_022444560.1",24,65,100,63,63,71,67,51,83,91,25
"XM_022444562.1",117,135,145,114,96,146,161,202,218,236,181
"XM_022444573.1",44,75,69,67,71,85,73,70,67,73,78
"XM_022444574.1",17,23,44,51,103,46,70,0,48,66,44
"XM_022444576.1",145,225,330,254,345,272,247,362,270,299,235
"XM_022444586.1",0,0,0,33,28,0,0,0,34,33,40
"XM_022444635.1",0,21,48,52,55,50,0,18,20,44,0
"XM_022444641.1",0,0,17,0,0,0,16,63,15,18,31
"XM_022444643.1",0,0,0,23,23,23,0,62,0,48,0
"XM_022444670.1",0,0,0,79,114,0,118,284,111,68,74
"XM_022444696.1",80,171,122,125,178,136,254,350,116,192,43
"XM_022444719.1",0,0,38,0,38,36,0,93,0,49,0
"XM_022444727.1",0,0,0,0,16,0,17,71,29,42,0
"XM_022444728.1",186,192,309,236,278,352,215,317,314,326,174
"XM_022444756.1",105,156,198,215,188,166,81,74,141,128,57
"XM_022444757.1",90,109,214,428,258,177,548,564,874,796,652
"XM_022444772.1",71,107,121,109,127,126,169,121,284,280,146
"XM_022444783.1",57,119,93,109,176,88,79,155,128,138,85
"XM_022444791.1",77,94,116,150,202,148,172,302,226,163,155
"XM_022444793.1",0,16,20,44,52,21,0,0,15,33,0
"XM_022444804.1",0,0,38,24,74,0,0,81,50,59,67
"XM_022444805.1",0,102,53,97,132,44,114,189,113,140,87
"XM_022444815.1",0,22,30,29,35,24,34,35,32,14,27
"XM_022444817.1",0,0,16,19,60,0,35,0,45,48,19
"XM_022444832.1",0,51,0,54,122,0,0,148,0,101,0
"XM_022444848.1",0,24,0,0,0,0,24,26,61,108,28
"XM_022444857.1",114,212,225,262,249,322,119,195,201,219,177
"XM_022444864.1",23,24,40,36,41,32,38,60,31,32,18
"XM_022445043.1",170,168,290,349,650,509,281,173,223,307,396
"XM_022445054.1",43,51,71,61,58,80,10,11,52,23,25
"XM_022445150.1",0,157,0,0,185,75,175,328,0,194,0
"XM_022445213.1",35,83,77,31,34,80,38,35,40,0,0
"XM_022445262.1",16,37,71,63,60,48,11,0,30,33,11
"XM_022445271.1",0,93,101,0,243,205,93,241,198,194,0
"XM_022445336.1",14,38,14,30,54,44,68,97,37,62,42
"XM_022445338.1",43,87,116,99,110,115,112,147,108,141,52
"XM_022445339.1",347,371,680,417,400,563,114,65,341,243,154
"XM_022445385.1",0,39,37,38,46,32,15,97,31,66,40
"XM_022445434.1",0,369,285,289,334,322,331,594,298,385,0
"XM_022445480.1",0,0,13,27,0,0,0,16,41,21,0
"XM_022445516.1",0,22,0,0,52,0,0,61,50,22,0
"XM_022445546.1",0,0,0,39,73,0,126,201,64,113,77
"XM_022445568.1",185,277,287,635,413,379,526,582,720,867,544
"XM_022445582.1",0,0,15,14,44,36,18,74,38,36,23
"XM_022445601.1",128,245,235,240,395,344,219,467,213,305,139
"XM_022445609.1",0,43,17,34,0,0,0,22,33,38,0
"XM_022445621.1",0,0,14,31,31,30,0,38,45,47,30
"XM_022445644.1",0,0,70,57,43,23,0,0,53,65,43
"XM_022445663.1",0,42,48,0,52,92,0,44,88,112,0
"XM_022445674.1",0,25,50,27,61,53,25,75,55,48,0
"XM_022445676.1",0,119,0,0,128,127,0,204,60,137,0
"XM_022445697.1",41,56,52,87,67,67,21,25,57,46,16
"XM_022445702.1",14,29,48,49,74,48,77,96,40,49,39
"XM_022445706.1",0,17,53,14,50,34,0,0,38,48,36
"XM_022445716.1",35,57,93,100,71,97,33,29,44,38,31
"XM_022445721.1",0,159,204,176,287,246,201,371,173,173,150
"XM_022445729.1",0,16,20,0,40,56,0,30,0,0,0
"XM_022445744.1",0,0,31,11,16,39,0,0,23,23,0
"XM_022445760.1",35,43,51,82,59,63,15,18,47,45,0
"XM_022445794.1",142,233,250,311,371,322,144,38,50,99,101
