"","A1.spat","A2.spat","A3.spat","A4.spat","A5.spat","A6.spat","A7.spat","A8.spat","A9.spat","A10.spat","A11.spat"
"XM_022441416.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441417.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441418.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441419.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441420.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441421.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441422.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441423.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441424.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441425.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441426.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441427.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441428.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441429.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441430.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441431.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441432.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441433.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441434.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441435.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441436.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441437.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441438.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441439.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441440.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441441.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441442.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441443.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441444.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441445.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441446.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441447.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441448.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441449.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441450.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441451.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441452.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441453.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441454.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441455.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441456.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441457.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441458.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441459.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441460.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441461.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441462.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441463.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441464.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441465.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441466.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441467.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441468.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441469.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441470.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441471.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441472.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441473.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441474.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441475.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441476.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441477.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441478.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441479.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441480.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441481.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441482.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441483.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441484.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441485.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441486.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441487.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441488.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441489.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441490.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441491.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441492.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441493.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441494.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441495.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441496.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441497.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441498.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441499.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441500.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441501.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441502.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441503.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441504.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441505.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441506.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441507.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441508.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441509.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441510.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441511.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441512.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441513.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441514.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441515.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441516.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441517.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441518.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441519.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441520.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441521.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441522.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441523.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441524.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441525.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441526.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441527.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441528.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441529.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441530.1",418,631,898,749,566,1107,401,402,1466,1005,739
"XM_022441531.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441532.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441533.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441534.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441535.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441536.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441537.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441538.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441539.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441540.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441541.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441542.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441543.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441544.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441545.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441546.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441547.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441548.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441549.1",0,0,0,0,0,0,0,84,0,0,0
"XM_022441550.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441551.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441552.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441553.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441554.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441555.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441556.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441557.1",0,0,0,0,0,0,0,35,0,0,0
"XM_022441558.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441559.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441560.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441561.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441562.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441563.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441564.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441565.1",0,60,0,0,0,50,0,0,0,0,0
"XM_022441566.1",0,53,56,54,60,55,0,122,58,117,0
"XM_022441567.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441568.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441569.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441570.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441571.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441572.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441573.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441574.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441575.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441576.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441577.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441578.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441579.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441580.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441581.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441582.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441583.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441584.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441585.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441586.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441587.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441588.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441589.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441590.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441591.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441592.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441593.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441594.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441595.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441596.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441597.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441598.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441599.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441600.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441601.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441602.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441603.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441604.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441605.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441606.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441607.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441608.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441609.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441610.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441611.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441612.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441613.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441614.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441615.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441616.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441617.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441618.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441619.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441620.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441621.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441622.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441623.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441624.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441625.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441626.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441627.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441628.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441629.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441630.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441631.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441632.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441633.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441634.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441635.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441636.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441637.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441638.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441639.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441640.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441641.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441642.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441643.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441645.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441647.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441648.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441649.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441650.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441651.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441652.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441653.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441654.1",43,85,88,88,147,95,111,164,99,133,80
"XM_022441655.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441656.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441657.1",0,100,76,150,195,188,168,222,163,159,0
"XM_022441658.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441659.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441660.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441661.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441662.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441663.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441664.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441665.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441666.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441667.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441668.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441669.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441670.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441671.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441672.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441673.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441674.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441675.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441676.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441677.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441678.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441679.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441680.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441681.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441682.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441683.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441684.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441685.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441686.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441687.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441688.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441689.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441690.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441691.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441692.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441693.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441694.1",9,0,27,0,29,12,16,24,34,32,30
"XM_022441695.1",9,21,9,39,35,31,18,28,56,52,28
"XM_022441696.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441697.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441698.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441699.1",0,0,0,0,0,0,0,43,0,0,0
"XM_022441700.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441701.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441702.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441703.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441704.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441705.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441707.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441708.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441709.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441710.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441711.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441712.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441713.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441714.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441715.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441716.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441717.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441718.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441719.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441720.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441721.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441722.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441723.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441724.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441725.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441726.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441727.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441728.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441729.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441730.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441731.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441732.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441733.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441734.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441735.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441736.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441737.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441738.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441739.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441740.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441741.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441742.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441743.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441744.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441745.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441746.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441747.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441748.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441749.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441750.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441751.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441752.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441753.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441754.1",0,21,41,17,60,56,52,100,0,19,0
"XM_022441755.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441756.1",0,0,22,23,0,0,21,51,55,55,0
"XM_022441757.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441758.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441759.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441760.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441761.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441762.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441763.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441764.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441765.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441766.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441767.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441768.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441769.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441770.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441771.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441772.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441773.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441774.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441775.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441776.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441777.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441778.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441779.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441780.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441781.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441782.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441783.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441784.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441785.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441786.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441787.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441788.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441789.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441790.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441791.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441792.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441793.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441794.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441795.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441796.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441797.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441798.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441799.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441800.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441801.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441802.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441803.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441804.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441805.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441806.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441807.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441808.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441809.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441810.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441811.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441812.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441813.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441814.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441815.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441816.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441817.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441818.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441819.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441820.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441821.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441822.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441823.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441824.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441825.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441826.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441827.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441828.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441829.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441830.1",0,58,68,57,88,63,139,264,67,96,62
"XM_022441831.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441832.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441833.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441834.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441835.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441836.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441837.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441838.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441839.1",0,73,61,117,132,136,0,145,134,136,0
"XM_022441840.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441841.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441842.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441843.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441844.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441845.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441846.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441847.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441848.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441849.1",0,13,0,16,0,12,28,59,29,13,28
"XM_022441850.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441851.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441852.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022441853.1",0,0,0,0,0,0,0,0,0,0,0
